"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","multicellular organismal process","GO:0032501","false","1.2056525858514696e-103","102.91877781805319","7669","190","155","63187","P49286,Q15825,Q04844,Q05901,Q9H244,O43613,O94759,P47901,P28476,O43614,P11230,P08100,P41595,Q07001,Q99835,P30542,Q8TDS4,P32745,P32297,Q9UGM1,O00222,Q13698,O00254,P47898,O15118,P48039,P29275,P41180,P23975,P50052,P30531,Q9HCS2,P49683,P38435,Q9ULK0,P30532,Q9Y3N9,P25021,Q9H2X9,P21731,P30411,P32238,Q8NGG4,Q5NUL3,P30559,Q14831,Q8NGW1,P43088,Q9GZZ6,Q9UBS5,P41231,O95665,P17787,P25103,O75762,P30556,Q99624,P21452,O95477,P47871,Q13936,Q9UQD0,Q15822,P55011,P43681,Q9HAW9,P30926,Q13002,P42261,P41594,P07510,O60931,P29274,Q13255,Q8WXA8,P55017,Q9BQB6,Q01118,Q99250,P22888,Q9Y5Y4,P15538,O95264,O94910,P43220,O43424,P35610,Q6W5P4,P25105,Q16478,P04000,P16473,Q86W24,P0DMS8,O15528,Q9NP58,Q5XXA6,P30968,Q9BXA5,P24530,P41146,Q9Y5Y9,Q15392,P02708,Q16678,P16615,Q8WTR4,Q9UPY5,Q9UI33,P35372,P29371,P51589,Q02643,P61073,Q9UHW9,Q15761,Q9UHI5,Q03431,Q9H0U3,O14842,P36021,P30988,Q99808,Q14524,P25929,P24557,P98161,Q9NY46,P37058,Q06432,Q14416,O14983,P13866,Q9Y5N1,P37288,Q9H461,P25116,O60353,P10253,P25106,Q9UHM6,Q15858,P30874,P35408,P55085,Q14330,P49682,Q9NRD8,A5X5Y0,P08912,O94956,Q13639,O60241,Q9NYQ7,Q14643"
"GO:BP","transport","GO:0006810","false","7.334836195634957e-101","100.13460958054274","4350","190","130","63187","P49286,Q15825,A8MPY1,Q04844,Q05901,Q9H244,Q13003,O94759,P47901,P28476,P11230,P24046,P41595,Q07001,Q99835,P30542,Q8TDS4,P32297,Q9UGM1,Q13698,O00254,O15118,P29275,P41180,P23975,P30531,Q9ULK0,P30532,P25021,Q9H2X9,P30411,P32238,Q5NUL3,P30559,Q14831,P48058,Q9GZZ6,P42262,Q9UBS5,P41231,P42263,P17787,P25103,O75762,P30556,Q99624,Q14833,P21452,P82251,O95477,Q07837,P47871,Q13936,Q9UQD0,Q15822,P55011,P43681,P35503,P30926,Q13002,P42261,P48048,P41594,P07510,O60931,Q7L1W4,P29274,Q13255,Q8WXA8,P55017,P51681,Q01118,Q99250,P22888,O95264,P43220,O43424,P35610,Q6W5P4,P25105,Q16478,P0DMS8,O15528,Q9NP58,Q5XXA6,P30968,Q9Y345,Q9BXA5,P24530,Q9Y5Y9,P46721,P02708,P16615,Q9UPY5,Q9UI33,P35372,Q02643,P61073,Q9UHW9,Q15761,Q9UHI5,P25024,Q9H0U3,O14842,P36021,Q99808,Q14524,P98161,Q9NY46,Q06432,Q14416,O14983,Q9UP95,P13866,P35346,Q9Y5N1,P37288,P25116,P25106,Q15858,O00180,P55085,P49682,Q9Y6L6,A5X5Y0,Q9NPD5,P08912,O94956,Q13639,Q14643"
"GO:BP","signal transduction","GO:0007165","false","2.780506548905964e-100","99.55587607769537","5959","190","142","63187","P49286,Q15825,P43119,Q04844,Q05901,Q9H244,Q13003,O43613,O94759,P47901,P28476,O43614,P49019,P11230,O95838,P08100,P41595,Q07001,Q99835,P30542,Q8TDS4,P32745,P32297,Q9UGM1,O00222,O00254,P47898,Q14832,O15118,P48039,P29275,P41180,P50052,P49683,Q9ULK0,P30532,Q9Y3N9,P25021,Q96RJ0,P50391,P21731,P30411,P32238,Q8NGG4,Q5NUL3,P30559,Q14831,Q8NGW1,P43088,P48058,Q9GZZ6,P42262,Q9UBS5,P41231,O95665,P42263,P17787,P25103,P21462,O75762,P30556,Q14833,P21452,O95477,P47871,Q13936,O75899,Q15822,P43681,P30926,Q13002,P42261,P41594,P07510,O60931,Q7L1W4,P29274,Q13255,Q8WXA8,P55017,P51681,Q9H3N8,Q99250,P22888,P34995,Q9Y5Y4,O95264,O94910,P43220,O43424,Q6W5P4,P25105,Q16478,P04000,P16473,P0DMS8,O15528,Q5XXA6,P30968,Q9BXA5,P24530,P41146,Q15392,P02708,Q16678,P16615,Q9UI33,P35372,P29371,O00574,Q02643,P61073,Q15761,P25024,Q03431,O14842,P30988,Q99808,P25929,P98161,Q14416,O14983,P35346,Q9Y5N1,P37288,Q9H461,P25116,O60353,P25106,Q9UHM6,P30874,P35408,P55085,Q14330,P49682,Q9NRD8,A5X5Y0,P08912,Q13639,O60241,Q9NYQ7,Q14643"
"GO:BP","system process","GO:0003008","false","2.761986361261357e-99","98.55877847030611","2258","190","107","63187","P49286,Q15825,Q04844,Q05901,P47901,P28476,P11230,P08100,P41595,Q07001,P30542,Q8TDS4,P32297,Q9UGM1,O00222,Q13698,O15118,P29275,P41180,P50052,P30531,Q9HCS2,P30532,Q9Y3N9,P25021,Q9H2X9,P21731,P30411,Q8NGG4,Q5NUL3,P30559,Q14831,Q8NGW1,Q9GZZ6,P41231,O95665,P17787,P25103,O75762,P30556,Q99624,P21452,P47871,Q13936,Q9UQD0,Q15822,P55011,P43681,P30926,Q13002,P42261,P41594,P07510,O60931,P29274,Q13255,Q8WXA8,P55017,Q01118,Q99250,P22888,P15538,O95264,P43220,O43424,Q6W5P4,P25105,Q16478,P04000,P0DMS8,Q5XXA6,P30968,Q9BXA5,P24530,P41146,Q9Y5Y9,P02708,P16615,Q9UPY5,Q9UI33,P35372,P29371,P51589,P61073,Q9UHI5,Q9H0U3,P36021,Q99808,Q14524,P25929,P24557,Q06432,O14983,P13866,Q9Y5N1,P37288,P25116,P10253,Q9UHM6,Q15858,P30874,P55085,A5X5Y0,P08912,O94956,Q13639,Q14643"
"GO:BP","cell-cell signaling","GO:0007267","false","3.711828642678589e-99","98.43041208128315","1704","190","99","63187","P49286,Q15825,A8MPY1,P43119,Q04844,Q05901,Q13003,O43613,P28476,O43614,P11230,P24046,P41595,Q07001,Q99835,P30542,Q8TDS4,P32745,P32297,Q9UGM1,O00222,O00254,P47898,Q14832,P29275,P41180,P23975,P30531,Q9ULK0,P30532,P25021,Q9H2X9,P32238,Q5NUL3,P30559,Q14831,P48058,Q9GZZ6,P42262,Q9UBS5,P42263,P17787,P25103,P30556,Q14833,P21452,O95477,Q13936,O75899,Q15822,P55011,P43681,P30926,Q13002,P42261,P41594,P07510,P29274,Q13255,Q8WXA8,P51681,Q9H3N8,O95264,P43220,O43424,Q16478,P16473,P0DMS8,Q5XXA6,P30968,Q9Y345,Q9BXA5,P24530,Q9Y5Y9,P02708,P16615,Q9UPY5,P35372,Q02643,Q9UHW9,Q15761,O14842,P36021,Q99808,Q14524,P98161,Q14416,Q9UP95,P35346,Q9Y5N1,Q9H461,P25116,O60353,P55085,A5X5Y0,P08912,Q13639,Q9NYQ7,Q14643"
"GO:BP","establishment of localization","GO:0051234","false","1.6842444996276235e-94","93.7735948622833","4881","190","130","63187","P49286,Q15825,A8MPY1,Q04844,Q05901,Q9H244,Q13003,O94759,P47901,P28476,P11230,P24046,P41595,Q07001,Q99835,P30542,Q8TDS4,P32297,Q9UGM1,Q13698,O00254,O15118,P29275,P41180,P23975,P30531,Q9ULK0,P30532,P25021,Q9H2X9,P30411,P32238,Q5NUL3,P30559,Q14831,P48058,Q9GZZ6,P42262,Q9UBS5,P41231,P42263,P17787,P25103,O75762,P30556,Q99624,Q14833,P21452,P82251,O95477,Q07837,P47871,Q13936,Q9UQD0,Q15822,P55011,P43681,P35503,P30926,Q13002,P42261,P48048,P41594,P07510,O60931,Q7L1W4,P29274,Q13255,Q8WXA8,P55017,P51681,Q01118,Q99250,P22888,O95264,P43220,O43424,P35610,Q6W5P4,P25105,Q16478,P0DMS8,O15528,Q9NP58,Q5XXA6,P30968,Q9Y345,Q9BXA5,P24530,Q9Y5Y9,P46721,P02708,P16615,Q9UPY5,Q9UI33,P35372,Q02643,P61073,Q9UHW9,Q15761,Q9UHI5,P25024,Q9H0U3,O14842,P36021,Q99808,Q14524,P98161,Q9NY46,Q06432,Q14416,O14983,Q9UP95,P13866,P35346,Q9Y5N1,P37288,P25116,P25106,Q15858,O00180,P55085,P49682,Q9Y6L6,A5X5Y0,Q9NPD5,P08912,O94956,Q13639,Q14643"
"GO:BP","localization","GO:0051179","false","1.689273854817335e-90","89.77229993953787","5520","190","132","63187","P49286,Q15825,A8MPY1,Q04844,Q05901,Q9H244,Q13003,O94759,P47901,P28476,P11230,P24046,P41595,Q07001,Q99835,P30542,Q8TDS4,P32297,Q9UGM1,Q13698,O00254,O15118,P29275,P41180,P23975,P30531,Q9ULK0,P30532,P25021,Q9H2X9,P30411,P32238,Q5NUL3,P30559,Q14831,P48058,Q9GZZ6,P42262,Q9UBS5,P41231,P42263,P17787,P25103,O75762,P30556,Q99624,Q14833,P21452,P82251,O95477,Q07837,P47871,Q13936,Q9UQD0,Q15822,P55011,P43681,P35503,P30926,Q13002,P42261,P48048,P41594,P07510,O60931,Q7L1W4,P29274,Q13255,Q8WXA8,P55017,P51681,Q01118,Q99250,P22888,O95264,P43220,O43424,P35610,Q6W5P4,P25105,Q16478,P0DMS8,O15528,Q9NP58,Q5XXA6,P30968,Q9Y345,Q9BXA5,P24530,Q9Y5Y9,P46721,Q15392,P02708,P16615,Q9UPY5,Q9UI33,P35372,Q02643,P61073,Q9UHW9,Q15761,Q9UHI5,P25024,Q9H0U3,O14842,P36021,Q99808,Q14524,P98161,Q9NY46,Q06432,Q14416,O14983,Q9UP95,P13866,P35346,Q9Y5N1,P37288,P25116,P10253,P25106,Q15858,O00180,P55085,P49682,Q9Y6L6,A5X5Y0,Q9NPD5,P08912,O94956,Q13639,Q14643"
"GO:BP","monoatomic ion transport","GO:0006811","true","2.576658542686168e-90","89.58894313009195","1256","190","86","63187","Q15825,A8MPY1,Q04844,Q05901,Q9H244,Q13003,O94759,P28476,P11230,P24046,P41595,Q07001,P30542,P32297,Q9UGM1,Q13698,P41180,P23975,P30531,Q9ULK0,P30532,Q9H2X9,P48058,Q9GZZ6,P42262,P42263,P17787,O75762,Q99624,P21452,Q13936,Q9UQD0,Q15822,P55011,P43681,P30926,Q13002,P42261,P48048,P41594,P07510,O60931,Q7L1W4,P29274,Q8WXA8,P55017,P51681,Q01118,Q99250,P22888,O95264,O43424,Q6W5P4,Q16478,O15528,Q9NP58,Q5XXA6,Q9Y345,P24530,Q9Y5Y9,P46721,P02708,P16615,Q9UI33,P35372,P61073,Q9UHW9,Q9H0U3,O14842,Q14524,P98161,Q9NY46,Q06432,O14983,Q9UP95,P13866,Q9Y5N1,P25116,Q15858,O00180,P49682,Q9Y6L6,A5X5Y0,Q9NPD5,O94956,Q14643"
"GO:BP","response to chemical","GO:0042221","false","3.486013685958507e-87","86.45767091219889","3957","190","117","63187","Q15825,P43119,Q05901,Q9H244,O43613,O94759,P47901,O43614,P11230,O95838,P41595,Q07001,Q99835,P30542,P32745,P32297,Q13698,P47898,O15118,P41180,P23975,P50052,P30531,Q9HCS2,P30532,Q9Y3N9,Q9H2X9,P21731,P30411,P32238,Q8NGG4,Q5NUL3,P30559,Q8NGW1,P43088,Q9UBS5,P41231,P17787,P25103,P21462,O75762,P30556,O95477,P47871,Q15822,P55011,P43681,P35503,Q9HAW9,P30926,P42261,P41594,Q7L1W4,P29274,Q8WXA8,P55017,P51681,Q9BQB6,Q9H3N8,Q99250,P22888,P34995,Q9Y5Y4,P15538,O95264,P43220,P25105,P16473,O15528,Q9NP58,Q5XXA6,Q8N0U8,P30968,Q9BXA5,P24530,P41146,P46721,Q15392,P02708,Q16678,P16615,Q9UPY5,Q9UI33,P35372,P29371,O00574,P51589,Q02643,P61073,Q9UHW9,P25024,O14842,P30988,Q99808,Q14524,P24557,Q14416,P13866,P35346,Q9Y5N1,P37288,P25116,P25106,Q15858,P30874,O00180,P35408,P55085,Q14330,P49682,Q9Y6L6,Q9NRD8,A5X5Y0,Q9NPD5,P08912,O94956,Q14643"
"GO:BP","transmembrane transport","GO:0055085","false","6.383560092158813e-86","85.1949370489961","1534","190","88","63187","Q15825,A8MPY1,Q04844,Q05901,Q13003,O94759,P28476,P11230,P24046,P41595,Q07001,P32297,Q9UGM1,Q13698,P41180,P23975,P30531,Q9ULK0,P30532,Q9H2X9,Q5NUL3,P48058,Q9GZZ6,P42262,P42263,P17787,O75762,Q99624,P82251,O95477,Q07837,Q13936,Q9UQD0,Q15822,P55011,P43681,P30926,Q13002,P42261,P48048,P41594,P07510,O60931,Q7L1W4,Q13255,Q8WXA8,P55017,P51681,Q01118,Q99250,P22888,O95264,P43220,O43424,Q6W5P4,Q16478,Q9NP58,Q5XXA6,Q9Y345,P24530,Q9Y5Y9,P46721,P02708,P16615,Q9UPY5,Q9UI33,P35372,Q9UHW9,Q9UHI5,Q9H0U3,P36021,Q99808,Q14524,P98161,Q9NY46,Q06432,O14983,Q9UP95,P13866,P25116,Q15858,O00180,P49682,Q9Y6L6,A5X5Y0,Q9NPD5,O94956,Q14643"
"GO:BP","synaptic signaling","GO:0099536","false","6.3218262437091364e-80","79.19915744497783","780","190","70","63187","P49286,Q15825,A8MPY1,Q04844,Q05901,Q13003,O43613,P28476,O43614,P11230,P24046,P41595,Q07001,P30542,P32297,Q9UGM1,O00222,P47898,Q14832,P29275,P23975,P30531,Q9ULK0,P30532,P25021,Q9H2X9,P30559,Q14831,P48058,Q9GZZ6,P42262,Q9UBS5,P42263,P17787,P25103,Q14833,P21452,O75899,Q15822,P55011,P43681,P30926,Q13002,P42261,P41594,P07510,P29274,Q13255,Q8WXA8,Q9H3N8,O95264,O43424,Q16478,P0DMS8,Q9Y345,P02708,P16615,Q9UPY5,P35372,Q9UHW9,Q15761,Q99808,Q14416,Q9UP95,Q9Y5N1,P25116,A5X5Y0,P08912,Q13639,Q14643"
"GO:BP","anterograde trans-synaptic signaling","GO:0098916","false","1.0313578246835135e-77","76.98659063217085","750","190","68","63187","P49286,Q15825,A8MPY1,Q04844,Q05901,Q13003,O43613,P28476,O43614,P11230,P24046,P41595,Q07001,P30542,P32297,Q9UGM1,O00222,P47898,Q14832,P29275,P23975,P30531,Q9ULK0,P30532,P25021,Q9H2X9,P30559,Q14831,P48058,Q9GZZ6,P42262,Q9UBS5,P42263,P17787,P25103,Q14833,P21452,O75899,Q15822,P55011,P43681,P30926,Q13002,P42261,P41594,P07510,P29274,Q13255,Q8WXA8,Q9H3N8,O95264,O43424,Q16478,P0DMS8,Q9Y345,P02708,P16615,Q9UPY5,Q9UHW9,Q15761,Q99808,Q14416,Q9UP95,Q9Y5N1,P25116,A5X5Y0,P08912,Q13639"
"GO:BP","chemical synaptic transmission","GO:0007268","false","1.0313578246835135e-77","76.98659063217085","750","190","68","63187","P49286,Q15825,A8MPY1,Q04844,Q05901,Q13003,O43613,P28476,O43614,P11230,P24046,P41595,Q07001,P30542,P32297,Q9UGM1,O00222,P47898,Q14832,P29275,P23975,P30531,Q9ULK0,P30532,P25021,Q9H2X9,P30559,Q14831,P48058,Q9GZZ6,P42262,Q9UBS5,P42263,P17787,P25103,Q14833,P21452,O75899,Q15822,P55011,P43681,P30926,Q13002,P42261,P41594,P07510,P29274,Q13255,Q8WXA8,Q9H3N8,O95264,O43424,Q16478,P0DMS8,Q9Y345,P02708,P16615,Q9UPY5,Q9UHW9,Q15761,Q99808,Q14416,Q9UP95,Q9Y5N1,P25116,A5X5Y0,P08912,Q13639"
"GO:BP","trans-synaptic signaling","GO:0099537","false","1.798228736768753e-77","76.74515506633016","756","190","68","63187","P49286,Q15825,A8MPY1,Q04844,Q05901,Q13003,O43613,P28476,O43614,P11230,P24046,P41595,Q07001,P30542,P32297,Q9UGM1,O00222,P47898,Q14832,P29275,P23975,P30531,Q9ULK0,P30532,P25021,Q9H2X9,P30559,Q14831,P48058,Q9GZZ6,P42262,Q9UBS5,P42263,P17787,P25103,Q14833,P21452,O75899,Q15822,P55011,P43681,P30926,Q13002,P42261,P41594,P07510,P29274,Q13255,Q8WXA8,Q9H3N8,O95264,O43424,Q16478,P0DMS8,Q9Y345,P02708,P16615,Q9UPY5,Q9UHW9,Q15761,Q99808,Q14416,Q9UP95,Q9Y5N1,P25116,A5X5Y0,P08912,Q13639"
"GO:BP","monoatomic ion transmembrane transport","GO:0034220","false","1.1992309523080443e-76","75.92109717081763","1013","190","73","63187","Q15825,A8MPY1,Q04844,Q05901,Q13003,O94759,P28476,P11230,P24046,P41595,Q07001,P32297,Q9UGM1,Q13698,P41180,P23975,P30531,Q9ULK0,P30532,Q9H2X9,P48058,Q9GZZ6,P42262,P42263,P17787,O75762,Q13936,Q9UQD0,Q15822,P55011,P43681,P30926,Q13002,P42261,P48048,P41594,P07510,O60931,Q7L1W4,Q8WXA8,P55017,P51681,Q01118,Q99250,P22888,O95264,O43424,Q6W5P4,Q16478,Q9NP58,Q5XXA6,Q9Y345,P24530,Q9Y5Y9,P02708,P16615,Q9UI33,P35372,Q9UHW9,Q9H0U3,Q14524,P98161,Q9NY46,Q06432,O14983,Q9UP95,P13866,P25116,Q15858,O00180,P49682,A5X5Y0,Q14643"
"GO:BP","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","GO:0007188","false","5.351558539800742e-60","59.27151971953697","246","190","43","63187","P43119,Q9H244,Q13003,O95838,P30542,O00222,P47898,Q14832,P48039,P29275,P41180,P21731,Q14831,P43088,Q9UBS5,P21462,Q14833,O95477,P47871,O75899,P41594,P29274,Q13255,Q9H3N8,P22888,P34995,Q9Y5Y4,O94910,P43220,P16473,P41146,P35372,Q02643,Q03431,P30988,P25929,Q14416,Q9Y5N1,P30874,P35408,P49682,P08912,O60241"
"GO:BP","response to organic substance","GO:0010033","false","7.733825544979899e-58","57.11160562870814","2637","190","82","63187","P43119,Q9H244,O43613,O94759,P47901,O43614,O95838,Q07001,Q99835,P30542,P32745,P32297,Q13698,P47898,O15118,P41180,P50052,P30531,P21731,P32238,Q5NUL3,P30559,P43088,Q9UBS5,P41231,P17787,P25103,O75762,P30556,O95477,P47871,Q15822,P55011,P42261,P41594,P29274,Q8WXA8,P55017,P51681,Q9BQB6,Q9H3N8,P22888,P34995,P15538,O95264,P43220,P25105,P16473,O15528,Q5XXA6,P30968,P24530,P41146,Q15392,Q16678,Q9UPY5,Q9UI33,P35372,P29371,O00574,Q02643,P61073,Q9UHW9,P25024,O14842,P30988,Q99808,P24557,Q14416,P35346,Q9Y5N1,P37288,P25116,P25106,P30874,P35408,P55085,P49682,Q9NRD8,A5X5Y0,P08912,Q14643"
"GO:BP","nervous system process","GO:0050877","false","1.7086402497303308e-57","56.76734936735741","1484","190","68","63187","P49286,Q15825,Q04844,Q05901,P28476,P11230,P08100,Q07001,P30542,P32297,Q9UGM1,O00222,P50052,P30531,P30532,Q9Y3N9,Q9H2X9,Q8NGG4,Q5NUL3,P30559,Q14831,Q8NGW1,Q9GZZ6,O95665,P17787,P25103,O75762,P21452,Q9UQD0,Q15822,P43681,P30926,Q13002,P42261,P41594,P07510,O60931,P29274,Q13255,Q8WXA8,Q99250,P22888,O95264,P43220,O43424,Q16478,P04000,Q5XXA6,P41146,Q9Y5Y9,P02708,Q9UPY5,Q9UI33,P35372,P61073,Q9H0U3,Q99808,P25929,O14983,Q9Y5N1,P37288,P25116,P10253,Q9UHM6,Q15858,A5X5Y0,P08912,Q14643"
"GO:BP","cellular response to chemical stimulus","GO:0070887","false","3.010426214166238e-57","56.521372012925575","2683","190","82","63187","Q9H244,O43613,O94759,P47901,O43614,O95838,Q07001,Q99835,P32745,P32297,Q13698,O15118,P41180,P50052,Q9HCS2,P21731,P30411,P32238,Q5NUL3,P30559,P43088,P41231,P17787,O75762,P30556,O95477,P47871,Q15822,P55011,P35503,Q9HAW9,P42261,P41594,Q7L1W4,Q8WXA8,P55017,P51681,Q9BQB6,Q9H3N8,Q99250,P22888,P34995,P15538,O95264,P43220,P25105,P16473,O15528,Q9NP58,Q5XXA6,Q8N0U8,P30968,P24530,P46721,Q16678,P16615,Q9UPY5,P35372,O00574,P51589,Q02643,P61073,Q9UHW9,P25024,Q99808,Q14524,P35346,Q9Y5N1,P37288,P25106,P30874,P35408,P55085,Q14330,P49682,Q9Y6L6,Q9NRD8,A5X5Y0,Q9NPD5,P08912,O94956,Q14643"
"GO:BP","regulation of membrane potential","GO:0042391","false","1.1200709130459916e-55","54.95075448074978","433","190","47","63187","P49286,Q15825,Q04844,Q05901,Q13003,P28476,P11230,P24046,Q07001,P30542,P32297,Q9UGM1,Q9ULK0,P30532,P48058,Q9GZZ6,P42262,Q9UBS5,O95665,P42263,P17787,P25103,Q13936,Q9UQD0,Q15822,P43681,P30926,Q13002,P42261,P41594,P07510,O60931,P29274,Q13255,Q8WXA8,Q99250,O95264,O43424,Q16478,Q9Y5Y9,P02708,P16615,Q9UI33,Q99808,Q14524,O00180,A5X5Y0"
"GO:BP","secretion","GO:0046903","false","7.656812626108269e-55","54.11595198062487","963","190","58","63187","P49286,Q15825,P47901,P30542,Q8TDS4,P32297,O00254,P29275,P41180,P30531,P25021,P30411,P32238,Q5NUL3,P30559,Q14831,Q9UBS5,P41231,P17787,P25103,P30556,Q99624,Q14833,P21452,O95477,P47871,P55011,P43681,P35503,P30926,P29274,P22888,P43220,Q6W5P4,P25105,Q16478,P0DMS8,Q5XXA6,P30968,Q9BXA5,P24530,P16615,Q9UI33,P35372,Q02643,Q15761,O14842,P36021,Q99808,Q14416,P35346,Q9Y5N1,P37288,P25116,P55085,P08912,Q13639,Q14643"
"GO:BP","regulation of postsynaptic membrane potential","GO:0060078","false","3.7635655343179384e-51","50.424400517268914","148","190","34","63187","Q15825,Q04844,Q05901,Q13003,P28476,P11230,Q07001,P30542,P32297,Q9UGM1,Q9ULK0,P30532,P48058,Q9GZZ6,P42262,Q9UBS5,P42263,P17787,Q15822,P43681,P30926,Q13002,P42261,P41594,P07510,P29274,Q13255,Q8WXA8,O95264,O43424,Q16478,P02708,Q99808,A5X5Y0"
"GO:BP","circulatory system process","GO:0003013","false","3.887882253313417e-49","48.410286896397665","592","190","47","63187","P49286,P47901,P41595,P30542,P29275,P41180,P50052,P30531,Q9HCS2,P25021,P21731,P30411,P30559,P41231,P25103,P30556,Q99624,P21452,P47871,Q13936,P55011,P29274,P15538,P43220,P25105,P0DMS8,Q9BXA5,P24530,P41146,Q9Y5Y9,P16615,P29371,P51589,P61073,Q9UHI5,P36021,Q99808,Q14524,P25929,P24557,O14983,P13866,P37288,P25116,P10253,P55085,O94956"
"GO:BP","monoatomic cation transport","GO:0006812","false","8.63090325192065e-49","48.06394375158518","1033","190","55","63187","Q04844,O94759,P11230,P41595,Q07001,P30542,Q9UGM1,Q13698,P41180,P23975,P30531,Q9H2X9,Q9GZZ6,P17787,O75762,Q99624,Q13936,Q9UQD0,P55011,P43681,P48048,O60931,P29274,P55017,P51681,Q01118,Q99250,P22888,Q6W5P4,O15528,Q9NP58,Q5XXA6,Q9Y345,P24530,Q9Y5Y9,P02708,P16615,Q9UI33,P35372,P61073,Q9UHW9,Q9H0U3,O14842,Q14524,P98161,Q9NY46,Q06432,O14983,Q9UP95,P13866,P25116,Q15858,O00180,P49682,Q14643"
"GO:BP","response to oxygen-containing compound","GO:1901700","false","1.1387088674380884e-47","46.94358729736673","1663","190","63","63187","P43119,Q9H244,O94759,O95838,Q07001,Q99835,P32745,P32297,P47898,P41180,P50052,P30531,P21731,P30559,P43088,Q9UBS5,P41231,P17787,P25103,O75762,P30556,O95477,P47871,Q15822,P42261,P41594,Q8WXA8,P55017,P51681,Q9H3N8,P22888,P34995,P15538,O95264,P43220,P25105,P16473,O15528,Q5XXA6,P30968,P24530,P41146,Q16678,Q9UI33,P35372,P29371,Q02643,P61073,Q9UHW9,O14842,P30988,Q99808,P24557,Q14416,Q9Y5N1,P37288,P25116,P30874,P35408,Q9NRD8,A5X5Y0,P08912,Q14643"
"GO:BP","cell surface receptor signaling pathway","GO:0007166","false","1.9082970700114354e-47","46.71935401651659","2799","190","75","63187","Q15825,P43119,Q04844,Q05901,Q9H244,Q13003,P11230,O95838,Q07001,Q99835,P30542,P32297,Q9UGM1,O00222,Q14832,P29275,P50052,Q9ULK0,P30532,P30411,P30559,Q14831,P48058,Q9GZZ6,P42262,P41231,O95665,P42263,P17787,P21462,O75762,Q14833,O95477,P47871,Q15822,P43681,P30926,Q13002,P42261,P41594,P07510,P29274,Q13255,Q8WXA8,P51681,O95264,O94910,P43220,O43424,P25105,Q16478,P16473,P0DMS8,P24530,P02708,Q16678,O00574,Q02643,P61073,P25024,Q03431,P30988,Q99808,P98161,Q14416,Q9H461,P25116,O60353,P25106,P55085,P49682,Q9NRD8,A5X5Y0,O60241,Q9NYQ7"
"GO:BP","homeostatic process","GO:0042592","false","1.2181611549120971e-45","44.91429525352636","1712","190","62","63187","P49286,O43613,O94759,O43614,P08100,P41595,Q99835,P30542,Q8TDS4,Q13698,O15118,P41180,P23975,Q9HCS2,Q9H2X9,Q5NUL3,P30559,P41231,O75762,P30556,Q99624,O95477,P47871,Q13936,P55011,Q13002,P42261,P41594,O60931,Q7L1W4,Q13255,P55017,P51681,Q01118,P22888,P15538,P35610,Q6W5P4,P16473,O15528,Q9NP58,Q5XXA6,Q9BXA5,P24530,P02708,P16615,Q9UPY5,P61073,Q9UHW9,Q03431,O14842,Q99808,P24557,Q14416,O14983,Q9UP95,P37288,P25116,P10253,P49682,Q13639,Q14643"
"GO:BP","behavior","GO:0007610","false","2.5746779811552722e-45","44.58927708108984","662","190","46","63187","P49286,O43613,O43614,P11230,P41595,P30542,P32297,O15118,P48039,P41180,P50052,P30531,P49683,Q9ULK0,P30532,Q9H2X9,P30559,P17787,P25103,P21452,P43681,P30926,Q13002,P42261,P41594,O60931,P29274,Q13255,Q99250,P43220,Q6W5P4,P16473,P24530,P41146,Q9UPY5,Q9UI33,P35372,P29371,Q15761,P25929,Q9NY46,Q14416,P37288,P10253,Q9UHM6,Q15858"
"GO:BP","positive regulation of cytosolic calcium ion concentration","GO:0007204","false","6.665298668670804e-45","44.176180385297464","170","190","32","63187","P43119,P47901,Q9UGM1,P21731,P30411,Q5NUL3,P30559,P43088,Q9GZZ6,P25103,P21462,P30556,Q13936,P51681,Q9H3N8,P22888,P34995,P43220,P24530,P35372,O00574,P61073,P25024,O14842,P30988,P98161,P37288,P25116,P25106,P35408,P55085,P49682"
"GO:BP","regulation of cell communication","GO:0010646","false","2.20595451857004e-44","43.65640344590203","3443","190","78","63187","P49286,Q15825,P43119,Q05901,Q9H244,Q13003,O43613,P47901,P08100,P24046,P41595,Q99835,P30542,Q8TDS4,P32297,O00222,O00254,Q14832,O15118,P29275,P41180,P50052,P30531,Q9ULK0,P30532,P30411,P32238,Q5NUL3,P30559,Q14831,P48058,Q9GZZ6,P42262,Q9UBS5,P42263,P17787,P25103,P30556,Q14833,P21452,O95477,Q15822,P55011,P30926,Q13002,P42261,P41594,O60931,P29274,Q13255,Q9H3N8,P22888,Q9Y5Y4,O43424,Q6W5P4,Q16478,P0DMS8,O15528,Q5XXA6,P41146,Q16678,P16615,Q9UPY5,P35372,Q02643,P61073,Q15761,O14842,P30988,Q14416,P35346,P37288,P25116,O60353,P25106,P55085,Q14330,Q14643"
